id	description	type	source	_plantPart
54	Chewed or made into a tea to treat heart pain, chronic chest pain, upset stomach, liver problems [Dene: 13; Chipewyan: 92] and sore throat [Cree: 13]. Poultice used to treat skin disorders, bee stings, cuts and burns [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
55	Small quantity of this plant with small quantities of Pyrola uliginosa, Baptisia tinctoria, Galium aperine, Streptopus amplexifolius, Acer pennsylvanicum and Eupatorium perfoliatum used for gonorrhea, kidney troubles and for blood spitting [Algonquians: 63]. Boiled and applied to wounds [Mi'kmaq: 43].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
55	Infusion used as medicine [Ojibwa: 86]. Used to make poultices for boils [Chippewa: 85]. Tea used to treat tuberculosis, or combined with Euphorbia spp. to treat diabetes [Algonquin: 69]. Mixed with Cornus stolonifera and smoked against headache. Steeped and taken in consumption, against gonorrhoea, or mixed with black snakeroot in kidney trouble [Malecite: 65]. Grinded and taken with water for cold, cough and sore throat [Mi'kmaq: 62]. Steeped in water and drunk for cold [Mi'kmaq: 62]. Decoction taken in cough Poultice applied to boils, fractures, sprain or strained muscles [Ojibwa: 47] or to the feet in general dropsy [44]. Decoction of stalk of Ribes triste, root of Aralia racemosa and root of Aralia nudicaulis taken for amenorrhoea [Ojibwa: 47]. Rhizome/root used as a carminative as well as an expectorant and antiseptic in cough, chest pain and mortification [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
55	Juice and oil of the seeds poured into the ears to treat deafness [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
56	Used as blood medicine [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
56	Crushed with buds of Populus balsamifera and applied to sores [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
56	Steeped and used in chancre [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	buds
57	For fever, headache and rheumatism [Abenaki: 67]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
57	Mashed, heated and used as a poultice for boils and absceses [Algonquians: 63]. Used as a tonic or as part of a medicine for stomachache [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
57	Infusion taken in cough [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
58	Infusion used as a wash for rheumatism and general illnesses [Ojibwa: 19].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
58	Decoction used for blood problems [Ojibwa: 19].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
58	Smoked to induce intoxication [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
59	Mixed with that Vaccinium myrtilloides in a tea taken to trigger menstruation [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
59	Mixed with Vaccinum myrtilloides in a decoction taken to prevent miscarriage and speed up recovery after childbirth [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
59	Decoction drunk for pain in the back and sprained back [44]. Leaves and fruits: Tonic [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem, leaves and fruits
59	Decoction drunk to treat bladder and kidney problems [Metis: 13]. Dried and pulverized and combined with tobacco or red willow and smoked with a pipe to treat headache [Chippewa: 47] or intoxication [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
59	Mixed with grease and taken against diarrhoea [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
59	Tea drunk to treat a persistent cough [Dene: 13; Chipewyan: 92]. Mixed with herbs and given in excessive menstrual bleeding [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
59	Tea with bark and root of Salix discolour, Pinus strobus, Quercus rubra and Pinus banksiana given in fainting and fits [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
60	General medicine [Ojibwa: 86]. Steeped to make a liniment for external use [Mi'kmaq: 44; Algonquians: 63]. Scraped, pounded, moistened and applied as a poultice on abscesses and boils [Malecite: 65]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
60	Used to treat tuberculosis and as a general stomach medicine [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	root bulbs
60	Decoction used to treat sore eyes [Ojibwa: 47, 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
61	Steeped and used for fits [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
62	Petals mixed with grease or oil to make an ointment used to rub aching muscles [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
62	Tea used to treat skin rash [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	above-ground parts
63	Entire top of plant boiled and used as a warm compress to treat sprain of strained muscles [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
64	Chewed and juice swallowed as an emetic or to treat a sore throat [Dene: 13]. Tea drunk against constipation [Ojibwa: 19]. Chewed to cure sore throat or to induce vomiting [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
65	Dried, steeped in water and taken to treat heart palpitation. Chewed and used as a poultice to stop bleeding from wounds [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and flowers
65	Chewed to treat heart palpitation. Dried, steeped and taken to treat dysentery [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
65	Decoction taken in amenorrhoea [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and stalks
65	Decoction taken to ease labor [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves, stalks and roots
65	Mixed with Dirca palustris in a decoction used as hair ointment. Decoction taken in amenorrhoea. Strong decoction used as a bath for strengthening children or elders [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	root
66	Rubbed on the skin as an insect repellant [Cree, Metis: 13]. Boiled leaves used as a poultice to treat skin problems, including promoting healing of burns with limited scarring [Cree: 13]. Tea drunk to relieve back pain caused by kidney trouble, to rid the body of intestinal worms, as a diuretic to treat bladder infections and other urinary disorders, to relieve the body of toxins, as a tonic to promote healing, as a gargle to treat a sore throat, as a wash for wounds and to clear blurred vision, and as a bath for sore feet, rheumatism, or arthritis [Metis: 13]. Chewed to freshen the breath [Cree: 13]. Decoction used in fever and headache [Cree: 95]. Dried, scrumbled, and placed on a hot stone, and fumes used as a disinfectant [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
66	Mixed with Rosa arkansana, Astragalus crassicarpus and Polygola senega in a decoction used to stop bleeding from wounds, as a tonic, stimulant and antidote. Decoction used as an anti-convulsive [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
67	Dried and placed on coals, fumes act as an antidote for "bad medicine" [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
68	Boiled and drunk to treat backpain [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
68	Decoction used for stomach troubles, cold, worms, and other ailments [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
69	Tea used for cold and sore throat. Steam inhaled to clear nasal passages [Dene: 99]. Used to treat congested chest and to clear a stuffy head or nose [Dene: 100]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
69	Boiled and drunk to treat cough and liver ailments [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
70	Used as general medicine [Ojibwa: 85, 87]. Remedies for bruises and contusions [Algonquians: 63]. Tea drunk for fever and convulsions in infants [Algonquin: 69]. Steeped and given in cramps [Malecite: 65]. Used as cough medicine [Abenaki: 67]. Mixed with Plantago major to make a poultice used to treat inflamed skin. Dried, mashed and applied as a poultice on fractures [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
70	Used as a carminative [Ojibwa: 88] or as a remedy for stomach troubles [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes and roots
71	Used as a "female remedy" [Ojibwa: 87]. Decoction used in confinement [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
72	Used as a diaphoretic and cold medicine [Penobscot: 44]. Eaten raw for pulmonary troubles, chewed and put on wounds or pulverized on wounds, and also applied as a remedy for old obstinate sores [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
73	Tea taken in stomach troubles [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
74	Chewed and juice swallowed to treat stomachache, cramps or stomach flu [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
75	Mixed with Artemisia frigida, Rosa arkansana and Polygola senega in a decoction applied to wounds to stop bleeding. Decoction taken for convulsions, and as a stimulant [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
76	Mixed with Urtica gracilis in a decoction used to treat stoppage of urine [Ojibwa: 47]. Dried, made into a powder and used to heal sores. Tea used to ease milk flow in patients with caked breast [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
77	Medicinal plant [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
77	Mixed with Pyrola uliginosa, Galium aperine, Aralia racemosa, Streptopus amplexifolius, Acer pennsylvanicum, and Eupatorium perfoliatum in small quantities, steeped and drunk in gonorrhea, kidney problems, and blood spitting [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
77	Powder use as an emetic, cathartic, and on ulcers and syphilitic sores [Cree: 74].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
78	Mashed and applied to ulcerated gums and sore throat [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots or bark
79	Infusion taken for dysentery [Algonquin: 75]. Used in rheumatism, also chewed or steeped and used against diarrhoea, indigestion and stomach cramps [Mi'kmaq: 62]. Used to make plasters [Innu: 72].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
80	Tea taken to treat stomach problems [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
80	Used to treat stomach problems [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
80	Used to treat insect bites [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
80	Chewed and applied to deep cuts [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
81	Medicinal plant [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
81	Mixed with beech (Fagus grandifolia) and red-osier dogwood (Cornus stolonifera) as a remedy for pulmonary trouble. Decoction used against pneumonia and diarrhoea [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
81	Drunk in tiredness [55].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sap
82	Fresh twigs chewed and put on a deepcut to stop bleeding [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
82	Boiled to make a weight loss tea [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem and leaves
83	Mixed with Acer saccharinum in a decoction taken as a diuretic [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
84	Chewed and plastered on wasp stings to extract the poison [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
85	Decoction taken in stomach pain [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
86	Sapling used to reduce swelling caused by a bee sting [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
86	Chewed and plastered on wasp stings to extract the poison [Dene: 13; Chipewyan: 92]. Used to treat insect bites [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
86	Decoction taken in teething sickness [Cree: 95]. Dried twigs used to clean out a boil [Dene: 101]. Boiled and taken as a tea to treat stomach ailments [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem or branch
86	Mixed with lard and applied as an ointment [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	buds
86	Dried, finely powdered rotten wood used as baby powder [Cree: 94, 95; Metis: 13]. Decoction used in back pain or to induce lactation [Cree: 95]. Boiled and water used as a topical cleanser [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood
86	Decoction used to treat "women's troubles" [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood and inner bark
86	Used to ease teething pain [Cree, Metis: 13]. Grated and eaten with balsam fir as a beneficial to diet [Montagnais: 60]. Steam from tea inhaled to treat asthma [Cree: 13], drunk for "women's troubles" [Metis: 13], or used as a gargle for tonsillitis, sore throat, and cold [Cree, Metis: 13]. Boiled and used as a poultice to treat burns and wounds [Cree, Metis: 13]. Scraping from the outside of the innermost bark layer put in water and applied to infected cuts [Malecite: 65]. Dried, ground and added to an ointment made from pitch and grease to treat persistent scabs and rashes, and boiled to make a wash to treat skin rash and other skin sores [Cree: 95]. Tea used to treat stomach problems [Dene: 100]. Boiled and tea smeared on burns, or drunk to cure menstrual cramps, cough and cold, back pain. Ashes smeared on abscesses [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
